School Code,School,Attendance Year,School Type,School Category,Remoteness Area,Region,Local Government Area,State Electorate,FTE Days Attended,Possible Attendance Days,Attendance Rate,Official Low Year Level,Official High Year Level,Suburb,Post Code,All Student Count,Longitude,Latitude
440,Annandale State School,2017,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Mundingburra,77908.5,82793.0,94.1,Prep Year,Year 6,Annandale,4814,841.0,146.778441,-19.315285
440,Annandale State School,2018,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Mundingburra,79399.0,85467.0,92.9,Prep Year,Year 6,Annandale,4814,841.0,146.778441,-19.315285
440,Annandale State School,2019,State School,Primary,Outer Regional Australia,North Queensland,Townsville (C),Mundingburra,68453.0,74305.5,92.1,Prep Year,Year 6,Annandale,4814,841.0,146.778441,-19.315285
1294,Applethorpe State School,2015,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,3237.0,3371.0,96.0,Prep Year,Year 6,Applethorpe,4378,52.0,151.955354,-28.612562
1294,Applethorpe State School,2016,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,3271.5,3471.0,94.3,Prep Year,Year 6,Applethorpe,4378,52.0,151.955354,-28.612562
1294,Applethorpe State School,2017,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,3372.5,3581.0,94.2,Prep Year,Year 6,Applethorpe,4378,52.0,151.955354,-28.612562
1294,Applethorpe State School,2018,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,4050.5,4307.0,94.0,Prep Year,Year 6,Applethorpe,4378,52.0,151.955354,-28.612562
1294,Applethorpe State School,2019,State School,Primary,Outer Regional Australia,Darling Downs South West,Southern Downs (R),Southern Downs,4750.0,5109.0,93.0,Prep Year,Year 6,Applethorpe,4378,52.0,151.955354,-28.612562
312,Aramac State School,2015,State School,Combined,Very Remote Australia,Central Queensland,Barcaldine (R),Gregory,4557.5,4864.0,93.7,Early Childhood,Year 10,Aramac,4726,55.0,145.242684,-22.974429
312,Aramac State School,2016,State School,Combined,Very Remote Australia,Central Queensland,Barcaldine (R),Gregory,4510.5,4777.0,94.4,Early Childhood,Year 10,Aramac,4726,55.0,145.242684,-22.974429
312,Aramac State School,2017,State School,Combined,Very Remote Australia,Central Queensland,Barcaldine (R),Gregory,4502.0,4901.0,91.9,Early Childhood,Year 10,Aramac,4726,55.0,145.242684,-22.974429
312,Aramac State School,2018,State School,Combined,Very Remote Australia,Central Queensland,Barcaldine (R),Gregory,4932.5,5294.0,93.2,Early Childhood,Year 10,Aramac,4726,55.0,145.242684,-22.974429
312,Aramac State School,2019,State School,Combined,Very Remote Australia,Central Queensland,Barcaldine (R),Gregory,4329.5,4776.0,90.7,Early Childhood,Year 10,Aramac,4726,55.0,145.242684,-22.974429
1266,Aratula State School,2015,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,3156.0,3455.0,91.3,Prep Year,Year 6,Aratula,4309,48.0,152.544186,-27.980839
1266,Aratula State School,2016,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,3321.5,3577.0,92.9,Prep Year,Year 6,Aratula,4309,48.0,152.544186,-27.980839
1266,Aratula State School,2017,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,4178.0,4650.0,89.8,Prep Year,Year 6,Aratula,4309,48.0,152.544186,-27.980839
1266,Aratula State School,2018,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,4998.0,5377.0,93.0,Prep Year,Year 6,Aratula,4309,48.0,152.544186,-27.980839
1266,Aratula State School,2019,State School,Primary,Inner Regional Australia,South East,Scenic Rim (R),Scenic Rim,4214.5,4709.0,89.5,Prep Year,Year 6,Aratula,4309,48.0,152.544186,-27.980839
813,Arcadia Valley State School,2015,State School,Primary,Remote Australia,Darling Downs South West,Central Highlands (R),Gregory,359.0,384.0,93.5,Early Childhood,Year 6,Arcadia Valley,4454,6.0,148.820874,-25.255099
813,Arcadia Valley State School,2016,State School,Primary,Remote Australia,Darling Downs South West,Central Highlands (R),Gregory,350.0,380.0,92.1,Early Childhood,Year 6,Arcadia Valley,4454,6.0,148.820874,-25.255099
813,Arcadia Valley State School,2017,State School,Primary,Remote Australia,Darling Downs South West,Central Highlands (R),Gregory,407.0,447.0,91.1,Early Childhood,Year 6,Arcadia Valley,4454,6.0,148.820874,-25.255099
813,Arcadia Valley State School,2018,State School,Primary,Remote Australia,Darling Downs South West,Central Highlands (R),Gregory,802.5,827.0,97.0,Early Childhood,Year 6,Arcadia Valley,4454,6.0,148.820874,-25.255099
813,Arcadia Valley State School,2019,State School,Primary,Remote Australia,Darling Downs South West,Central Highlands (R),Gregory,558.5,570.0,98.0,Early Childhood,Year 6,Arcadia Valley,4454,6.0,148.820874,-25.255099
1997,Arundel State School,2015,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Bonney,94770.5,102887.0,92.1,Prep Year,Year 6,Arundel,4214,1166.0,153.36587,-27.945078
1997,Arundel State School,2016,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Bonney,99791.0,106880.0,93.4,Prep Year,Year 6,Arundel,4214,1166.0,153.36587,-27.945078
1997,Arundel State School,2017,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Bonney,99017.5,106625.0,92.9,Prep Year,Year 6,Arundel,4214,1166.0,153.36587,-27.945078
1997,Arundel State School,2018,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Bonney,105765.5,114142.0,92.7,Prep Year,Year 6,Arundel,4214,1166.0,153.36587,-27.945078
1997,Arundel State School,2019,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Bonney,102793.5,110630.0,92.9,Prep Year,Year 6,Arundel,4214,1166.0,153.36587,-27.945078
296,Ascot State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Clayfield,71307.0,75652.0,94.3,Prep Year,Year 6,Ascot,4007,765.0,153.055952,-27.432671
296,Ascot State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Clayfield,69829.0,73950.0,94.4,Prep Year,Year 6,Ascot,4007,765.0,153.055952,-27.432671
296,Ascot State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Clayfield,67595.0,70849.0,95.4,Prep Year,Year 6,Ascot,4007,765.0,153.055952,-27.432671
296,Ascot State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Clayfield,72255.5,75704.0,95.4,Prep Year,Year 6,Ascot,4007,765.0,153.055952,-27.432671
296,Ascot State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Clayfield,69695.5,73261.0,95.1,Prep Year,Year 6,Ascot,4007,765.0,153.055952,-27.432671
186,Ashgrove State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,70559.5,73421.0,96.1,Prep Year,Year 6,Ashgrove,4060,799.0,152.976542,-27.448125
186,Ashgrove State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,71713.0,74861.0,95.8,Prep Year,Year 6,Ashgrove,4060,799.0,152.976542,-27.448125
186,Ashgrove State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,70215.5,73129.0,96.0,Prep Year,Year 6,Ashgrove,4060,799.0,152.976542,-27.448125
186,Ashgrove State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,75048.5,78435.0,95.7,Prep Year,Year 6,Ashgrove,4060,799.0,152.976542,-27.448125
186,Ashgrove State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Cooper,71910.5,75364.0,95.4,Prep Year,Year 6,Ashgrove,4060,799.0,152.976542,-27.448125
1871,Ashmore State School,2015,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Southport,69954.0,75684.0,92.4,Prep Year,Year 6,Ashmore,4214,904.0,153.381323,-27.989147
1871,Ashmore State School,2016,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Southport,71908.5,77648.0,92.6,Prep Year,Year 6,Ashmore,4214,904.0,153.381323,-27.989147
1871,Ashmore State School,2017,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Southport,76037.0,81673.0,93.1,Prep Year,Year 6,Ashmore,4214,904.0,153.381323,-27.989147
1871,Ashmore State School,2018,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Southport,81976.0,87934.0,93.2,Prep Year,Year 6,Ashmore,4214,904.0,153.381323,-27.989147
1871,Ashmore State School,2019,State School,Primary,Major Cities of Australia,South East,Gold Coast (C),Southport,79594.5,84818.0,93.8,Prep Year,Year 6,Ashmore,4214,904.0,153.381323,-27.989147
512,Ashwell State School,2015,State School,Primary,Inner Regional Australia,Metropolitan,Ipswich (C),Ipswich West,4450.5,4877.0,91.3,Prep Year,Year 6,Ashwell,4340,53.0,152.556566,-27.629413
512,Ashwell State School,2016,State School,Primary,Inner Regional Australia,Metropolitan,Ipswich (C),Ipswich West,5020.0,5417.0,92.7,Prep Year,Year 6,Ashwell,4340,53.0,152.556566,-27.629413
512,Ashwell State School,2017,State School,Primary,Inner Regional Australia,Metropolitan,Ipswich (C),Ipswich West,4439.5,4853.0,91.5,Prep Year,Year 6,Ashwell,4340,53.0,152.556566,-27.629413
512,Ashwell State School,2018,State School,Primary,Inner Regional Australia,Metropolitan,Ipswich (C),Ipswich West,4964.0,5470.0,90.7,Prep Year,Year 6,Ashwell,4340,53.0,152.556566,-27.629413
512,Ashwell State School,2019,State School,Primary,Inner Regional Australia,Metropolitan,Ipswich (C),Ipswich West,4778.5,5359.0,89.2,Prep Year,Year 6,Ashwell,4340,53.0,152.556566,-27.629413
1004,Aspley East State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,72453.0,78240.0,92.6,Prep Year,Year 6,Aspley,4034,876.0,153.023968,-27.362313
1004,Aspley East State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,69753.0,74693.0,93.4,Prep Year,Year 6,Aspley,4034,876.0,153.023968,-27.362313
1004,Aspley East State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,73984.5,78928.0,93.7,Prep Year,Year 6,Aspley,4034,876.0,153.023968,-27.362313
1004,Aspley East State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,81995.5,87387.0,93.8,Prep Year,Year 6,Aspley,4034,876.0,153.023968,-27.362313
1004,Aspley East State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,78866.5,84325.0,93.5,Prep Year,Year 6,Aspley,4034,876.0,153.023968,-27.362313
3031,Aspley Special School,2015,Special School,Special,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,9229.0,9730.0,94.9,Year 7,Year 12,Aspley,4034,99.0,153.021118,-27.356718
3031,Aspley Special School,2016,Special School,Special,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,9392.5,10012.0,93.8,Year 7,Year 12,Aspley,4034,99.0,153.021118,-27.356718
3031,Aspley Special School,2017,Special School,Special,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,8165.0,8979.0,90.9,Year 7,Year 12,Aspley,4034,99.0,153.021118,-27.356718
3031,Aspley Special School,2018,Special School,Special,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,7925.5,8756.0,90.5,Year 7,Year 12,Aspley,4034,99.0,153.021118,-27.356718
3031,Aspley Special School,2019,Special School,Special,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,8311.0,9637.0,86.2,Year 7,Year 12,Aspley,4034,99.0,153.021118,-27.356718
2076,Aspley State High School,2015,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,62133.5,69342.0,89.6,Year 7,Year 12,Aspley,4034,957.0,153.024213,-27.357169
2076,Aspley State High School,2016,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,68732.0,76144.0,90.3,Year 7,Year 12,Aspley,4034,957.0,153.024213,-27.357169
2076,Aspley State High School,2017,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,70940.5,79699.0,89.0,Year 7,Year 12,Aspley,4034,957.0,153.024213,-27.357169
2076,Aspley State High School,2018,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,77761.0,87244.0,89.1,Year 7,Year 12,Aspley,4034,957.0,153.024213,-27.357169
2076,Aspley State High School,2019,State High School,Secondary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,82109.5,91832.0,89.4,Year 7,Year 12,Aspley,4034,957.0,153.024213,-27.357169
610,Aspley State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,66341.5,69953.0,94.8,Early Childhood,Year 6,Aspley,4034,732.0,153.014592,-27.369898
610,Aspley State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,65518.0,69072.0,94.9,Early Childhood,Year 6,Aspley,4034,732.0,153.014592,-27.369898
610,Aspley State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,64844.0,68042.0,95.3,Early Childhood,Year 6,Aspley,4034,732.0,153.014592,-27.369898
610,Aspley State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,68150.5,71984.5,94.7,Early Childhood,Year 6,Aspley,4034,732.0,153.014592,-27.369898
610,Aspley State School,2019,State School,Primary,Major Cities of Australia,Metropolitan,Brisbane (C),Aspley,64716.0,68819.5,94.0,Early Childhood,Year 6,Aspley,4034,732.0,153.014592,-27.369898
2051,Atherton State High School,2015,State High School,Secondary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,70220.5,78936.0,89.0,Year 7,Year 12,Atherton,4883,823.0,145.486092,-17.260064
2051,Atherton State High School,2016,State High School,Secondary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,67168.5,77008.0,87.2,Year 7,Year 12,Atherton,4883,823.0,145.486092,-17.260064
2051,Atherton State High School,2017,State High School,Secondary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,66930.0,76859.0,87.1,Year 7,Year 12,Atherton,4883,823.0,145.486092,-17.260064
2051,Atherton State High School,2018,State High School,Secondary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,68636.5,78662.0,87.3,Year 7,Year 12,Atherton,4883,823.0,145.486092,-17.260064
2051,Atherton State High School,2019,State High School,Secondary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,69021.5,78366.0,88.1,Year 7,Year 12,Atherton,4883,823.0,145.486092,-17.260064
789,Atherton State School,2015,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,39496.5,43885.5,90.0,Prep Year,Year 6,Atherton,4883,444.0,145.481622,-17.261668
789,Atherton State School,2016,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,39347.5,44443.0,88.5,Prep Year,Year 6,Atherton,4883,444.0,145.481622,-17.261668
789,Atherton State School,2017,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,40099.0,46127.0,86.9,Prep Year,Year 6,Atherton,4883,444.0,145.481622,-17.261668
789,Atherton State School,2018,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,43361.0,49031.0,88.4,Prep Year,Year 6,Atherton,4883,444.0,145.481622,-17.261668
789,Atherton State School,2019,State School,Primary,Outer Regional Australia,Far North Queensland,Tablelands (R),Hill,37170.0,42200.0,88.1,Prep Year,Year 6,Atherton,4883,444.0,145.481622,-17.261668
357,Augathella State School,2015,State School,Primary,Very Remote Australia,Darling Downs South West,Murweh (S),Warrego,3254.5,3471.0,93.8,Early Childhood,Year 6,Augathella,4477,52.0,146.583358,-25.79714
357,Augathella State School,2016,State School,Primary,Very Remote Australia,Darling Downs South West,Murweh (S),Warrego,4311.0,4722.0,91.3,Early Childhood,Year 6,Augathella,4477,52.0,146.583358,-25.79714
357,Augathella State School,2017,State School,Primary,Very Remote Australia,Darling Downs South West,Murweh (S),Warrego,3836.0,4187.0,91.6,Early Childhood,Year 6,Augathella,4477,52.0,146.583358,-25.79714
357,Augathella State School,2018,State School,Primary,Very Remote Australia,Darling Downs South West,Murweh (S),Warrego,4065.0,4349.0,93.5,Early Childhood,Year 6,Augathella,4477,52.0,146.583358,-25.79714
357,Augathella State School,2019,State School,Primary,Very Remote Australia,Darling Downs South West,Murweh (S),Warrego,3943.5,4317.0,91.3,Early Childhood,Year 6,Augathella,4477,52.0,146.583358,-25.79714
7120,Augusta State School,2015,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Jordan,58488.5,62674.0,93.3,Early Childhood,Year 6,Augustine Heights,4300,1111.0,152.876523,-27.655808
7120,Augusta State School,2016,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Jordan,68417.5,72819.0,94.0,Early Childhood,Year 6,Augustine Heights,4300,1111.0,152.876523,-27.655808
7120,Augusta State School,2017,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Jordan,74817.5,79894.0,93.6,Early Childhood,Year 6,Augustine Heights,4300,1111.0,152.876523,-27.655808
7120,Augusta State School,2018,State School,Primary,Major Cities of Australia,Metropolitan,Ipswich (C),Jordan,93004.5,99625.0,93.4,Early Childhood,Year 6,Augustine Heights,4300,1111.0,152.876523,-27.655808
